Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_1687 ,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.01,0.01,0.02
 Synpcc7942_1688 ,0.05,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01
 Synpcc7942_1689 ,0.10,0.09,0.10,0.12,0.10,0.12,0.09,0.09,0.07,0.19,0.14,0.11,0.10,0.09,0.08,0.04
 Synpcc7942_1690 ,0.06,0.09,0.10,0.07,0.07,0.06,0.07,0.04,0.08,0.10,0.08,0.09,0.10,0.09,0.11,0.02
 Synpcc7942_1691 ,0.18,0.14,0.18,0.17,0.14,0.12,0.14,0.11,0.20,0.16,0.17,0.16,0.16,0.16,0.11,0.12
 Synpcc7942_1692 ,0.07,0.07,0.07,0.06,0.07,0.09,0.08,0.07,0.08,0.06,0.04,0.05,0.05,0.05,0.05,0.08
 Synpcc7942_1693 ,0.07,0.08,0.09,0.13,0.09,0.07,0.03,0.07,0.07,0.06,0.08,0.10,0.09,0.11,0.09,0.02
 Synpcc7942_1694 ,0.47,0.29,0.36,0.31,0.23,0.22,0.23,0.23,0.30,0.41,0.38,0.36,0.30,0.27,0.20,0.10
 Synpcc7942_1695 ,0.44,0.47,0.63,0.49,0.23,0.22,0.24,0.21,0.55,0.58,0.64,0.55,0.41,0.32,0.22,0.10
 Synpcc7942_1696 ,0.21,0.14,0.15,0.20,0.37,0.52,0.56,0.47,0.35,0.12,0.14,0.15,0.21,0.29,0.46,1.25
 Synpcc7942_1697 ,0.04,0.04,0.04,0.03,0.08,0.07,0.08,0.04,0.11,0.04,0.03,0.04,0.03,0.05,0.06,0.14
 Synpcc7942_1698 ,0.14,0.18,0.16,0.20,0.21,0.18,0.22,0.16,0.29,0.15,0.11,0.14,0.15,0.23,0.21,0.56
 Synpcc7942_1699 ,0.28,0.12,0.11,0.11,0.10,0.09,0.09,0.08,0.33,0.12,0.14,0.12,0.11,0.10,0.10,0.09
 Synpcc7942_1700 ,0.24,0.20,0.25,0.18,0.11,0.11,0.11,0.13,0.16,0.19,0.21,0.18,0.17,0.15,0.10,0.04
 Synpcc7942_1701 ,0.16,0.21,0.25,0.26,0.41,0.46,0.45,0.40,0.31,0.21,0.20,0.20,0.28,0.35,0.46,0.79
 Synpcc7942_1702 ,0.25,0.31,0.33,0.35,0.49,0.58,0.55,0.48,0.40,0.23,0.24,0.33,0.24,0.39,0.57,0.65
 Synpcc7942_1703 ,0.46,0.32,0.29,0.28,0.31,0.34,0.37,0.39,0.51,0.34,0.28,0.26,0.24,0.25,0.28,0.36
 Synpcc7942_1704 ,0.24,0.24,0.24,0.25,0.23,0.23,0.23,0.25,0.29,0.15,0.17,0.14,0.16,0.15,0.18,0.21
 Synpcc7942_1705 ,1.61,2.36,2.38,2.50,2.07,2.44,1.63,3.12,0.65,1.45,1.10,1.49,1.62,1.45,1.65,2.18
 Synpcc7942_1706 ,0.21,0.22,0.39,0.34,0.26,0.18,0.18,0.17,0.19,0.33,0.35,0.35,0.31,0.26,0.18,0.12
 Synpcc7942_1707 ,0.41,0.43,0.49,0.45,0.37,0.32,0.25,0.29,1.08,0.17,0.30,0.29,0.31,0.25,0.32,0.18
 Synpcc7942_1708 ,0.17,0.11,0.16,0.13,0.12,0.10,0.11,0.12,0.18,0.11,0.11,0.12,0.12,0.10,0.08,0.08
 Synpcc7942_1709 ,0.15,0.14,0.13,0.13,0.14,0.12,0.12,0.15,0.11,0.12,0.11,0.11,0.13,0.11,0.10,0.13
 Synpcc7942_1710 ,1.82,1.95,1.85,2.06,1.76,1.84,2.25,1.60,2.98,2.95,2.24,2.24,2.21,2.33,2.51,1.76
 Synpcc7942_1711 ,2.14,1.57,1.26,1.40,1.48,1.64,1.57,1.61,2.69,2.26,2.07,1.76,1.68,1.67,1.62,1.23
 Synpcc7942_1712 ,0.51,0.19,0.12,0.15,0.16,0.14,0.17,0.33,0.62,0.32,0.28,0.26,0.24,0.19,0.17,0.10
 Synpcc7942_1713 ,0.74,0.34,0.32,0.27,0.22,0.22,0.23,0.17,2.31,0.35,0.59,0.68,0.35,0.42,0.40,0.12
 Synpcc7942_1714 ,0.34,0.09,0.09,0.07,0.06,0.07,0.08,0.10,0.78,0.12,0.17,0.17,0.11,0.11,0.09,0.04
 Synpcc7942_1715 ,0.47,0.41,0.46,0.36,0.30,0.29,0.33,0.37,0.34,0.79,0.67,0.59,0.48,0.36,0.33,0.22
 Synpcc7942_1716 ,0.18,0.19,0.18,0.24,0.32,0.29,0.27,0.21,0.29,0.11,0.09,0.13,0.19,0.24,0.28,0.60
 Synpcc7942_1717 ,0.25,0.48,0.42,0.39,0.33,0.33,0.34,0.36,0.22,0.39,0.37,0.34,0.33,0.28,0.31,0.35
 Synpcc7942_1718 ,0.27,0.40,0.40,0.38,0.28,0.27,0.27,0.28,0.19,0.27,0.29,0.27,0.27,0.28,0.26,0.35
 Synpcc7942_1719 ,1.52,1.61,1.73,1.20,0.90,1.03,1.13,1.04,1.86,1.71,1.62,1.24,0.89,0.87,0.99,0.92
 Synpcc7942_1720 ,0.41,0.30,0.42,0.43,0.33,0.30,0.24,0.27,0.49,0.16,0.18,0.26,0.26,0.27,0.20,0.36
 Synpcc7942_1721 ,0.35,0.47,0.39,0.38,0.38,0.38,0.40,0.37,0.51,0.51,0.53,0.54,0.44,0.53,0.48,0.40
 Synpcc7942_1722 ,0.09,0.07,0.07,0.08,0.09,0.11,0.10,0.11,0.11,0.12,0.10,0.08,0.06,0.08,0.06,0.19
 Synpcc7942_1723 ,0.21,0.13,0.12,0.13,0.12,0.10,0.11,0.10,0.23,0.12,0.15,0.14,0.13,0.15,0.11,0.15
 Synpcc7942_1724 ,0.03,0.10,0.17,0.13,0.17,0.10,0.11,0.06,0.16,0.10,0.08,0.15,0.13,0.24,0.21,0.71
 Synpcc7942_1725 ,0.06,0.08,0.09,0.10,0.11,0.10,0.08,0.07,0.12,0.06,0.06,0.08,0.09,0.12,0.12,0.25
 Synpcc7942_1726 ,0.15,0.17,0.19,0.20,0.16,0.12,0.16,0.12,0.15,0.17,0.19,0.18,0.15,0.12,0.12,0.08
 Synpcc7942_1727 ,0.33,0.20,0.30,0.34,0.32,0.20,0.17,0.23,0.25,0.22,0.20,0.24,0.32,0.25,0.20,0.12
 Synpcc7942_1728 ,0.05,0.05,0.09,0.14,0.18,0.15,0.11,0.16,0.05,0.03,0.04,0.06,0.09,0.12,0.11,0.25
 Synpcc7942_1729 ,0.07,0.04,0.07,0.11,0.11,0.13,0.10,0.10,0.07,0.03,0.03,0.05,0.08,0.09,0.08,0.18
 Synpcc7942_1730 ,0.24,0.40,0.46,0.55,0.50,0.51,0.45,0.51,0.23,0.41,0.39,0.38,0.55,0.56,0.49,0.61
 Synpcc7942_1731 ,0.12,0.11,0.13,0.13,0.13,0.19,0.14,0.17,0.22,0.16,0.16,0.15,0.14,0.14,0.13,0.09
 Synpcc7942_1732 ,0.27,0.27,0.26,0.25,0.33,0.36,0.31,0.24,0.26,0.27,0.27,0.34,0.28,0.23,0.30,0.24
 Synpcc7942_1733 ,0.49,0.64,0.60,0.72,0.79,0.68,0.64,0.79,0.51,0.64,0.53,0.59,0.63,0.71,0.63,0.91
 Synpcc7942_1734 ,1.61,1.67,1.72,1.75,2.13,2.33,2.37,2.18,1.95,2.35,2.33,2.39,2.22,2.53,2.71,2.63
 Synpcc7942_1735 ,0.98,0.96,1.07,1.16,1.45,1.51,1.33,1.48,1.10,1.51,1.46,1.42,1.26,1.54,1.64,1.19
 Synpcc7942_1736 ,0.97,0.85,0.95,1.04,1.35,1.40,1.41,1.32,1.10,1.49,1.49,1.52,1.20,1.41,1.61,0.70
 Synpcc7942_1737 ,0.85,0.73,0.80,0.82,1.19,1.28,1.17,1.03,0.94,1.17,1.26,1.07,0.97,1.00,1.16,0.51
 Synpcc7942_1738 ,0.69,0.47,0.60,0.63,0.79,0.85,0.80,0.73,0.70,0.78,0.69,0.67,0.62,0.69,0.77,0.40
 Synpcc7942_1739 ,0.29,0.25,0.30,0.34,0.48,0.53,0.54,0.28,0.53,0.38,0.48,0.44,0.33,0.47,0.47,0.27
 Synpcc7942_1740 ,0.16,0.32,0.48,0.51,0.43,0.39,0.34,0.42,0.09,0.32,0.44,0.43,0.44,0.43,0.39,0.16
 Synpcc7942_1741 ,0.75,1.12,1.68,1.64,1.37,1.13,1.10,1.21,0.48,1.15,1.31,1.43,1.47,1.45,1.19,0.75
 Synpcc7942_1742 ,9.13,13.35,13.65,11.12,7.11,7.73,8.17,7.96,11.19,22.89,19.96,16.30,11.14,9.87,8.67,1.96
 Synpcc7942_1743 ,1.30,1.70,1.63,1.46,1.41,1.55,1.57,1.55,1.53,1.71,1.74,1.66,1.59,1.62,1.64,1.61
 Synpcc7942_1744 ,0.36,0.28,0.20,0.31,0.20,0.31,0.33,0.26,0.46,0.39,0.42,0.37,0.33,0.34,0.38,0.16
 Synpcc7942_1745 ,0.13,0.23,0.18,0.17,0.15,0.16,0.15,0.15,0.10,0.18,0.15,0.16,0.19,0.13,0.15,0.25
 Synpcc7942_1746 ,0.82,1.41,1.46,1.53,1.56,1.30,1.19,1.13,1.20,0.95,0.97,0.92,1.43,1.53,1.68,2.73
 Synpcc7942_1747 ,0.23,0.17,0.17,0.18,0.21,0.22,0.21,0.21,0.30,0.15,0.17,0.18,0.18,0.21,0.21,0.36
 Synpcc7942_1748 ,0.41,0.31,0.34,0.48,0.54,0.53,0.51,0.51,0.50,0.36,0.40,0.46,0.47,0.55,0.61,0.40
 Synpcc7942_1749 ,1.90,2.78,2.94,4.06,4.46,4.06,3.64,3.25,2.87,2.33,2.81,3.10,3.62,4.23,4.25,4.65
 Synpcc7942_1750 ,3.03,4.57,5.41,6.76,7.67,6.81,6.12,4.79,4.05,3.97,5.13,5.06,6.26,7.28,7.44,7.55
 Synpcc7942_1751 ,3.29,3.62,3.79,5.36,5.81,5.26,4.63,4.87,3.40,3.35,3.16,4.14,4.80,5.44,5.49,6.40
 Synpcc7942_1752 ,0.75,0.97,0.92,0.81,0.80,0.84,0.83,0.87,0.65,0.80,0.79,0.79,0.73,0.71,0.71,0.86
 Synpcc7942_1753 ,0.55,0.48,0.57,0.52,0.43,0.56,0.54,0.45,0.45,0.55,0.51,0.57,0.56,0.63,0.48,0.59
 Synpcc7942_1754 ,0.64,1.07,1.36,1.16,1.00,1.05,1.15,0.79,1.00,1.03,0.90,1.13,1.07,1.08,1.01,0.94
 Synpcc7942_1755 ,0.24,0.32,0.42,0.37,0.34,0.38,0.42,0.43,0.16,0.32,0.37,0.39,0.42,0.43,0.42,0.36
 Synpcc7942_1756 ,0.00,0.00,0.02,0.04,0.10,0.07,0.09,0.02,0.03,0.01,0.01,0.04,0.04,0.08,0.05,0.15
 Synpcc7942_1757 ,0.19,0.21,0.89,4.08,7.33,7.13,6.33,5.63,0.20,0.11,0.20,0.70,3.71,5.31,7.12,13.09
 Synpcc7942_1758 ,0.72,0.74,0.67,0.68,0.84,0.93,0.97,0.93,1.06,0.87,0.83,0.82,0.79,0.84,0.89,1.30
 Synpcc7942_1759 ,0.75,0.66,0.60,0.51,0.54,0.67,0.64,0.79,0.85,0.65,0.54,0.56,0.64,0.56,0.69,0.82
 Synpcc7942_1760 ,0.59,0.43,0.69,0.58,0.39,0.28,0.27,0.26,0.51,0.38,0.53,0.49,0.47,0.41,0.33,0.13
 Synpcc7942_1761 ,0.40,0.38,0.84,1.01,0.71,0.43,0.38,0.33,0.40,0.43,0.81,0.95,0.96,0.85,0.53,0.18
 Synpcc7942_1762 ,0.94,0.84,0.87,0.96,0.87,0.83,0.74,0.79,1.03,0.72,0.96,0.92,0.91,0.90,0.78,0.78
 Synpcc7942_1763 ,0.33,0.22,0.25,0.26,0.25,0.28,0.25,0.25,0.40,0.33,0.40,0.40,0.35,0.28,0.27,0.13
 Synpcc7942_1764 ,0.39,0.28,0.25,0.28,0.25,0.23,0.28,0.22,0.82,0.25,0.30,0.33,0.32,0.35,0.28,0.12
 Synpcc7942_1765 ,0.14,0.18,0.14,0.21,0.25,0.17,0.18,0.20,0.17,0.13,0.10,0.15,0.18,0.18,0.23,0.18
 Synpcc7942_1766 ,0.01,0.01,0.05,0.15,0.15,0.11,0.08,0.06,0.02,0.02,0.05,0.14,0.18,0.20,0.16,0.08
 Synpcc7942_1767 ,0.02,0.04,0.12,0.30,0.30,0.21,0.16,0.14,0.04,0.03,0.09,0.29,0.39,0.43,0.34,0.18
 Synpcc7942_1768 ,0.20,0.19,0.21,0.21,0.34,0.37,0.42,0.45,0.17,0.14,0.19,0.18,0.20,0.22,0.30,0.62
 Synpcc7942_1769 ,0.16,0.15,0.21,0.21,0.31,0.42,0.46,0.36,0.18,0.13,0.12,0.14,0.11,0.25,0.32,0.73
 Synpcc7942_1770 ,0.27,0.16,0.19,0.13,0.10,0.10,0.08,0.17,0.16,0.12,0.10,0.16,0.10,0.10,0.12,0.10
 Synpcc7942_1771 ,0.96,0.95,0.81,0.77,0.91,1.11,1.20,1.23,0.93,1.40,1.19,1.11,0.91,0.92,1.07,1.50
 Synpcc7942_1772 ,9.39,8.10,7.77,6.87,7.56,8.42,10.05,9.29,7.03,16.73,11.55,12.23,10.01,7.98,7.95,5.16
 Synpcc7942_1773 ,8.03,5.60,5.10,5.24,4.91,6.23,7.03,5.57,5.10,14.48,11.04,10.04,7.49,6.46,6.22,3.58
 Synpcc7942_1774 ,17.45,16.86,13.09,12.83,12.21,13.96,15.44,17.41,11.06,31.53,20.82,20.76,16.21,14.00,13.50,8.85
 Synpcc7942_1775 ,0.30,0.25,0.24,0.23,0.22,0.22,0.29,0.31,0.30,0.39,0.29,0.31,0.23,0.22,0.22,0.19
 Synpcc7942_1776 ,0.27,0.64,0.61,0.59,1.31,1.79,1.58,1.01,0.35,0.34,0.27,0.37,0.46,0.60,1.25,5.52
 Synpcc7942_1777 ,0.10,0.26,0.21,0.22,0.47,0.65,0.66,0.52,0.16,0.10,0.11,0.10,0.15,0.22,0.48,1.94
 Synpcc7942_1778 ,0.35,0.16,0.16,0.13,0.12,0.11,0.11,0.10,0.75,0.33,0.33,0.30,0.21,0.16,0.11,0.06
 Synpcc7942_1779 ,0.15,0.08,0.07,0.06,0.05,0.06,0.06,0.07,0.18,0.16,0.14,0.11,0.09,0.07,0.04,0.04
 Synpcc7942_1780 ,0.11,0.08,0.06,0.06,0.08,0.08,0.10,0.08,0.14,0.08,0.06,0.06,0.06,0.07,0.06,0.12
 Synpcc7942_1781 ,4.20,2.41,2.65,2.60,2.64,2.65,2.71,2.36,2.54,3.31,3.20,2.77,2.16,2.16,2.28,0.98
 Synpcc7942_1782 ,5.77,4.79,4.84,5.02,4.86,4.78,4.61,4.51,4.62,3.81,3.98,3.64,3.33,3.78,4.11,4.64
 Synpcc7942_1783 ,0.11,0.10,0.12,0.13,0.17,0.21,0.23,0.22,0.14,0.07,0.10,0.10,0.11,0.13,0.20,0.41
 Synpcc7942_1784 ,0.38,0.96,1.14,2.33,9.97,12.28,12.05,9.72,0.50,0.22,0.27,0.50,1.80,4.90,12.47,46.89
 Synpcc7942_1785 ,0.54,0.51,0.38,0.36,0.27,0.29,0.28,0.26,0.49,0.62,0.69,0.53,0.40,0.34,0.27,0.17
 Synpcc7942_1786 ,1.03,1.27,1.11,0.90,0.67,0.86,0.86,0.82,0.99,1.37,1.36,1.16,0.88,0.88,0.78,0.77
 Synpcc7942_1787 ,1.16,1.28,1.08,0.98,0.75,0.82,0.94,0.88,0.98,1.56,1.27,1.27,0.99,0.99,0.85,0.81
 Synpcc7942_1788 ,0.10,0.13,0.27,0.32,0.23,0.09,0.07,0.07,0.09,0.09,0.13,0.16,0.27,0.23,0.16,0.13
 Synpcc7942_1789 ,0.93,0.53,0.56,0.50,0.53,0.50,0.45,0.47,0.77,0.63,0.56,0.54,0.52,0.48,0.46,0.46
 Synpcc7942_1790 ,0.18,0.09,0.11,0.09,0.08,0.11,0.08,0.09,0.22,0.13,0.12,0.11,0.10,0.10,0.06,0.05
 Synpcc7942_1791 ,0.11,0.10,0.09,0.08,0.10,0.11,0.12,0.09,0.14,0.09,0.11,0.10,0.12,0.11,0.10,0.20
 Synpcc7942_1792 ,1.24,2.67,2.38,2.31,2.07,2.22,2.13,1.91,0.98,1.99,1.83,1.85,1.97,2.19,2.39,2.10
 Synpcc7942_1793 ,1.71,1.45,1.23,1.34,1.02,1.07,1.09,1.18,1.27,2.23,2.03,1.76,1.59,1.49,1.24,0.53
 Synpcc7942_1794 ,0.55,0.38,0.37,0.35,0.26,0.29,0.30,0.27,0.43,0.70,0.56,0.52,0.44,0.36,0.33,0.13
 Synpcc7942_1795 ,0.59,0.33,0.28,0.26,0.31,0.32,0.37,0.37,0.71,0.44,0.37,0.42,0.38,0.34,0.28,0.28
 Synpcc7942_1796 ,0.29,0.27,0.35,0.25,0.24,0.24,0.24,0.29,0.35,0.21,0.18,0.23,0.23,0.26,0.20,0.22
 Synpcc7942_1797 ,0.42,0.38,0.67,0.52,0.45,0.27,0.25,0.23,1.53,0.23,0.45,0.40,0.43,0.42,0.42,0.15
 Synpcc7942_1798 ,0.09,0.05,0.10,0.22,0.21,0.10,0.09,0.07,0.15,0.03,0.03,0.08,0.15,0.19,0.20,0.16
 Synpcc7942_1799 ,0.05,0.04,0.06,0.07,0.09,0.06,0.07,0.08,0.03,0.03,0.01,0.02,0.02,0.04,0.06,0.13
 Synpcc7942_1800 ,1.05,2.08,1.48,1.25,1.21,0.89,0.82,0.90,1.02,1.11,1.35,1.22,1.74,1.84,1.87,2.47
 Synpcc7942_1801 ,0.05,0.06,0.07,0.07,0.06,0.06,0.06,0.04,0.08,0.05,0.05,0.06,0.06,0.08,0.06,0.07
 Synpcc7942_1802 ,0.25,0.20,0.22,0.19,0.18,0.15,0.14,0.13,0.25,0.18,0.16,0.13,0.14,0.12,0.11,0.13
 Synpcc7942_1803 ,0.69,0.97,1.09,1.25,1.45,1.43,1.43,1.25,0.87,0.74,0.83,1.02,1.11,1.19,1.36,1.75
 Synpcc7942_1804 ,0.06,0.16,0.48,0.92,0.90,0.80,0.71,0.75,0.06,0.07,0.23,0.74,0.84,0.84,0.63,0.64
 Synpcc7942_1805 ,0.06,0.03,0.03,0.04,0.04,0.05,0.05,0.04,0.05,0.02,0.02,0.03,0.02,0.01,0.02,0.07
 Synpcc7942_1806 ,0.37,0.53,0.66,0.60,0.56,0.54,0.51,0.59,0.25,0.43,0.54,0.53,0.56,0.60,0.51,0.82
 Synpcc7942_1807 ,0.20,0.25,0.29,0.29,0.23,0.28,0.25,0.32,0.14,0.25,0.29,0.27,0.27,0.28,0.28,0.32
 Synpcc7942_1808 ,0.09,0.07,0.06,0.05,0.08,0.10,0.10,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.12
 Synpcc7942_1809 ,0.67,0.64,0.73,0.79,0.68,0.63,0.53,0.55,0.96,0.53,0.71,0.81,0.95,1.09,0.99,1.14
 Synpcc7942_1810 ,0.33,0.36,0.41,0.37,0.42,0.42,0.39,0.41,0.50,0.38,0.40,0.42,0.46,0.49,0.48,0.44
 Synpcc7942_1811 ,0.15,0.22,0.35,0.32,0.32,0.21,0.25,0.11,0.29,0.10,0.10,0.14,0.19,0.20,0.21,0.28
 Synpcc7942_1812 ,0.60,0.43,0.61,0.81,0.77,0.62,0.47,0.47,0.17,0.49,0.49,0.49,0.68,0.63,0.60,0.41
 Synpcc7942_1813 ,1.08,0.16,0.34,0.61,0.66,0.69,0.79,0.39,0.30,1.03,0.83,0.70,0.66,0.68,0.69,0.19
 Synpcc7942_1814 ,0.11,0.06,0.09,0.10,0.11,0.10,0.09,0.11,0.16,0.08,0.08,0.09,0.09,0.09,0.10,0.07
 Synpcc7942_1815 ,0.25,0.13,0.16,0.16,0.22,0.19,0.17,0.16,0.25,0.14,0.14,0.15,0.20,0.20,0.18,0.24
 Synpcc7942_1816 ,0.15,0.13,0.16,0.19,0.18,0.14,0.14,0.14,0.17,0.13,0.13,0.14,0.16,0.16,0.15,0.13
 Synpcc7942_1817 ,0.15,0.34,0.44,0.52,0.53,0.32,0.26,0.27,0.30,0.37,0.37,0.38,0.49,0.47,0.42,0.27
 Synpcc7942_1818 ,0.12,0.06,0.25,0.28,0.22,0.09,0.06,0.03,0.15,0.07,0.07,0.11,0.15,0.15,0.10,0.04
 Synpcc7942_1819 ,0.16,0.13,0.13,0.12,0.12,0.09,0.12,0.10,0.13,0.16,0.15,0.14,0.11,0.10,0.09,0.08
 Synpcc7942_1820 ,6.35,6.52,7.00,11.79,15.43,15.49,12.37,10.35,8.86,7.06,9.55,9.63,14.27,17.76,18.86,13.95
 Synpcc7942_1821 ,0.98,0.58,0.77,0.92,0.96,0.95,0.95,0.67,1.35,0.90,0.86,0.84,0.96,1.03,0.92,1.20
 Synpcc7942_1822 ,0.73,0.35,0.40,0.48,0.56,0.57,0.48,0.48,1.09,0.53,0.60,0.47,0.63,0.57,0.50,0.40
 Synpcc7942_1823 ,0.97,1.52,1.69,1.59,1.37,1.44,1.44,1.39,0.76,1.14,1.58,1.48,1.56,1.53,1.49,1.57
 Synpcc7942_1824 ,0.41,0.79,0.99,1.15,1.39,1.60,1.49,1.30,0.44,0.69,0.90,0.97,1.36,1.68,1.84,2.44
 Synpcc7942_1825 ,0.25,0.42,0.42,0.41,0.31,0.26,0.31,0.25,0.20,0.35,0.46,0.48,0.49,0.40,0.26,0.22
 Synpcc7942_1826 ,0.41,0.31,0.30,0.24,0.17,0.17,0.13,0.14,0.28,0.32,0.29,0.30,0.26,0.21,0.16,0.08
 Synpcc7942_1827 ,0.25,0.61,1.61,2.59,2.24,1.67,1.34,1.23,0.27,0.39,0.90,1.32,2.02,2.26,1.99,3.29
 Synpcc7942_1828 ,0.46,0.71,1.81,2.76,2.59,1.81,1.49,1.34,0.38,0.55,1.05,1.54,2.46,2.50,2.27,3.82
 Synpcc7942_1829 ,0.85,1.15,1.32,1.58,1.46,1.37,1.39,1.42,0.63,1.10,1.19,1.35,1.56,1.64,1.48,1.89
 Synpcc7942_1830 ,3.75,8.53,8.78,12.05,15.35,15.01,14.26,12.09,4.15,4.92,5.94,8.28,12.59,15.40,17.08,21.43
 Synpcc7942_1831 ,3.14,4.44,3.99,3.35,2.61,2.99,3.12,3.32,2.71,6.06,5.57,4.61,3.39,3.26,3.26,2.86
 Synpcc7942_1832 ,1.71,2.58,3.95,3.29,2.14,1.59,1.41,1.49,1.24,4.23,5.05,4.40,3.26,2.47,1.80,0.50
 Synpcc7942_1833 ,0.52,0.38,0.54,0.45,0.38,0.31,0.34,0.42,0.37,0.32,0.25,0.35,0.32,0.28,0.22,0.31
 Synpcc7942_1834 ,0.83,0.64,1.09,0.85,0.47,0.45,0.41,0.41,0.70,0.55,0.67,0.58,0.60,0.54,0.42,0.33
 Synpcc7942_1835 ,0.46,0.43,0.64,0.42,0.38,0.32,0.26,0.35,0.33,0.31,0.39,0.37,0.36,0.31,0.25,0.21
 Synpcc7942_1836 ,1.04,1.49,1.39,1.24,1.54,1.49,1.29,1.37,1.25,1.05,1.05,0.96,1.13,1.20,1.30,2.01
 Synpcc7942_1837 ,1.50,1.37,1.41,1.52,2.20,2.67,2.30,2.31,1.61,0.79,0.85,0.84,1.07,1.19,1.85,6.12
 Synpcc7942_1838 ,0.25,0.31,0.29,0.45,1.04,1.62,1.70,1.65,0.30,0.08,0.07,0.08,0.22,0.45,1.20,8.52
 Synpcc7942_1839 ,0.23,0.22,0.24,0.28,0.25,0.29,0.28,0.34,0.31,0.18,0.19,0.17,0.16,0.15,0.17,0.72
 Synpcc7942_1840 ,0.20,0.18,0.25,0.23,0.19,0.20,0.20,0.21,0.23,0.36,0.46,0.35,0.25,0.18,0.19,0.21
 Synpcc7942_1841 ,0.21,0.22,0.30,0.28,0.30,0.27,0.28,0.29,0.20,0.15,0.18,0.21,0.23,0.21,0.22,0.50
 Synpcc7942_1842 ,0.43,0.32,0.31,0.26,0.39,0.39,0.31,0.48,0.35,0.23,0.18,0.24,0.27,0.31,0.30,0.57
 Synpcc7942_1843 ,0.42,0.29,0.23,0.17,0.19,0.23,0.29,0.28,0.37,0.44,0.41,0.32,0.24,0.22,0.25,0.17
 Synpcc7942_1844 ,0.56,0.38,0.30,0.22,0.30,0.34,0.41,0.37,0.44,0.58,0.49,0.48,0.34,0.31,0.34,0.49
 Synpcc7942_1845 ,0.26,1.17,1.21,1.19,1.06,1.12,1.10,1.03,0.11,0.39,0.33,0.35,0.76,0.88,0.95,7.88
 Synpcc7942_1846 ,3.29,1.50,1.95,2.15,2.30,2.53,2.67,2.23,5.02,2.93,2.50,2.34,2.07,2.33,2.98,1.19
 Synpcc7942_1847 ,1.76,1.01,1.08,1.00,1.21,1.35,1.28,1.43,1.97,1.42,1.22,1.13,1.01,1.04,1.31,0.81
 Synpcc7942_1848 ,1.86,1.72,1.87,1.91,2.04,2.27,2.34,2.25,1.97,2.05,1.80,1.74,1.61,1.80,2.17,1.78
 Synpcc7942_1849 ,0.09,0.06,0.07,0.92,6.41,6.86,6.15,5.18,0.11,0.03,0.03,0.08,0.82,3.09,6.75,11.32
 Synpcc7942_1850 ,0.07,0.06,0.07,0.07,0.06,0.05,0.05,0.08,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.04
 Synpcc7942_1851 ,0.40,0.73,0.73,0.62,0.45,0.42,0.51,0.46,0.32,0.46,0.32,0.40,0.44,0.40,0.41,0.49
 Synpcc7942_1852 ,0.30,0.70,0.68,0.64,0.41,0.38,0.46,0.28,0.36,0.60,0.52,0.62,0.56,0.52,0.50,0.35
 Synpcc7942_1853 ,0.25,0.38,0.38,0.33,0.26,0.24,0.23,0.26,0.24,0.37,0.28,0.30,0.27,0.25,0.24,0.19
 Synpcc7942_1854 ,0.11,0.12,0.12,0.10,0.08,0.09,0.09,0.09,0.12,0.12,0.09,0.10,0.10,0.08,0.09,0.06
 Synpcc7942_1855 ,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.09,0.07,0.06,0.05,0.05,0.06,0.04,0.02
 Synpcc7942_1856 ,0.06,0.05,0.05,0.05,0.04,0.06,0.05,0.04,0.12,0.06,0.04,0.05,0.04,0.05,0.05,0.04
 Synpcc7942_1857 ,0.09,0.23,0.26,0.24,0.22,0.18,0.21,0.22,0.08,0.20,0.21,0.19,0.21,0.20,0.19,0.13
 Synpcc7942_1858 ,2.72,12.28,12.76,13.59,10.04,9.77,10.22,8.94,1.72,6.18,7.20,9.69,10.60,10.72,9.21,6.51
 Synpcc7942_1859 ,0.12,0.22,0.23,0.26,0.29,0.32,0.31,0.23,0.16,0.17,0.13,0.18,0.19,0.19,0.21,0.34
 Synpcc7942_1860 ,0.62,0.50,0.47,0.41,0.55,0.59,0.58,0.62,0.61,0.50,0.44,0.45,0.44,0.52,0.53,0.79
 Synpcc7942_1861 ,0.35,0.17,0.29,0.26,0.22,0.15,0.15,0.18,0.20,0.15,0.24,0.24,0.26,0.19,0.15,0.09
 Synpcc7942_1862 ,2.17,1.78,2.36,2.11,1.41,1.26,1.24,1.12,2.35,1.96,2.11,2.26,2.12,2.03,1.63,0.81
 Synpcc7942_1863 ,0.89,0.62,0.73,0.67,0.49,0.43,0.44,0.49,0.88,0.67,0.79,0.80,0.79,0.65,0.52,0.29
